symbol,full_name,description,exchange,type,sector,logo_urls,exchange_logo,is_master
NRN,NRN,NRN Infrastructure and Development Limited,Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/stock-full-names/alpha-stocks/66e409049b9991726220548.png,/storage/stock-full-names/alpha-stocks/66e409049b9991726220548.png,True
NSEWAP,NSEWAP,Nepal Seva Laghubitta Bittiya Sanstha Ltd. promoter share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
NSIF2,NSIF2,NMB Sulav Investment Fund - II,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409062abc71726220550.png,/storage/stock-full-names/alpha-stocks/66e409062abc71726220550.png,False
NSLB,NSLB,Naya Sarathi Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/UznlgAmF0oQnCOZQR3Te.jpg,/storage/stock-full-names/March2022/UznlgAmF0oQnCOZQR3Te.jpg,False
NSM,NSM,Nepal Share Markets Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
NSMPO,NSMPO,Nepal Share Markets Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
NTC,NTC,Nepal Doorsanchar Comapany Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/alpha-stocks/66e40905aab681726220549.png,/storage/stock-full-names/alpha-stocks/66e40905aab681726220549.png,True
NTL,NTL,Nepal Tading Limited,Tradings src:Nepsealpha.com,stock,TRADING,/storage/,/storage/,False
NUBL,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090bed2151726220555.png,/storage/stock-full-names/alpha-stocks/66e4090bed2151726220555.png,True
NUBLPO,NUBLPO,Nirdhan Utthan Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/xw37MlB6hu0bBzFkxiQ2.png,/storage/stock-full-names/March2022/xw37MlB6hu0bBzFkxiQ2.png,False
NVG,NVG,Nepal Vanaspati Ghee Udhyog Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
NWC,NWC,Nepal Welfare Company Limited,Tradings src:Nepsealpha.com,stock,TRADING,/storage/,/storage/,False
NWCL,NWCL,Nepal Warehousing Company Ltd,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/alpha-stocks/66e40904738e21726220548.png,/storage/stock-full-names/alpha-stocks/66e40904738e21726220548.png,True
NYADI,NYADI,Nyadi Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090a15eda1726220554.png,/storage/stock-full-names/alpha-stocks/66e4090a15eda1726220554.png,True
ODBL,ODBL,Om Development Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
ODBLPO,ODBLPO,Om Development Bank Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
OHL,OHL,Oriental Hotels Limited,Hotels src:Nepsealpha.com,stock,HOTELS,/storage/stock-full-names/alpha-stocks/66e4090d9cfae1726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d9cfae1726220557.png,True
OMPL,OMPL,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/January2025/SS2cS8fqtQDlVTpusLnI.png,/storage/stock-full-names/January2025/SS2cS8fqtQDlVTpusLnI.png,True
ORIENTAL,ORIENTAL,The Oriental Insurance Company Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/,/storage/,False
OTHERS,OTHERS,Others,Others src:Nepsealpha.com,index,OTHERS,/storage/,/storage/,False
PBD84,PBD84,10.15% Prime Debenture 2084,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/November2024/52NPUHFNfaiOC8kmDisa.png,/storage/stock-full-names/November2024/52NPUHFNfaiOC8kmDisa.png,False
PBD85,PBD85,"8 years, 8.75% Prime Debenture 2085",Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b573f41726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b573f41726220571.png,False
PBD88,PBD88,10% Prime Debenture 2088,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4090ac83d91726220554.png,/storage/stock-full-names/alpha-stocks/66e4090ac83d91726220554.png,False
PBLD84,PBLD84,10% Prabhu Bank Debenture 2084,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b0c6f11726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b0c6f11726220571.png,False
PBLD86,PBLD86,10.25% Prabhu Bank Debenture 2086,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/jDGWAOKXizMwK66gdOGS.png,/storage/stock-full-names/March2022/jDGWAOKXizMwK66gdOGS.png,False
PCBL,PCBL,Prime Commercial Bank Ltd.,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4091610a9b1726220566.png,/storage/stock-full-names/alpha-stocks/66e4091610a9b1726220566.png,True
PCBLP,PCBLP,Prime Commercial Bank Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/VGfWl6KCLEJe90V1YZbR.png,/storage/stock-full-names/March2022/VGfWl6KCLEJe90V1YZbR.png,False
PDBLPO,PDBLPO,Paschimanchal Bikash Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
PFL,PFL,Pokhara Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e4090ddc0ee1726220557.png,/storage/stock-full-names/alpha-stocks/66e4090ddc0ee1726220557.png,True
PFLPO,PFLPO,Pokhara Finance Company Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/IM4KvuSK8d6M2g5Gp8wy.jpg,/storage/stock-full-names/March2022/IM4KvuSK8d6M2g5Gp8wy.jpg,False
PHCL,PHCL,Peoples Hydropower Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e409089feb81726220552.png,/storage/stock-full-names/alpha-stocks/66e409089feb81726220552.png,True
PIC,PIC,Premier Insurance Co. Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/ULCyPNxzlrKDRJgVO6gg.png,/storage/stock-full-names/March2022/ULCyPNxzlrKDRJgVO6gg.png,False
PICL,PICL,Prudential Insurance Co. Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/GHg6FE1YjPndvGwdePve.png,/storage/stock-full-names/March2022/GHg6FE1YjPndvGwdePve.png,False
PICLPO,PICLPO,Prudential Insurance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/J36Wa8GwZwqh0EotA50r.png,/storage/stock-full-names/March2022/J36Wa8GwZwqh0EotA50r.png,False
PICPO,PICPO,Premier Insurance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Xv3TJdJHKY29PIm0KU1W.png,/storage/stock-full-names/March2022/Xv3TJdJHKY29PIm0KU1W.png,False
PLIC,PLIC,Prime Life Insurance Company Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/March2022/9uBdzvF2CpVZY3jfGYhG.png,/storage/stock-full-names/March2022/9uBdzvF2CpVZY3jfGYhG.png,False
PLICPO,PLICPO,Prime Life Insurance Company Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/hRXpR4i4w7tmFNcvbzu3.png,/storage/stock-full-names/March2022/hRXpR4i4w7tmFNcvbzu3.png,False
PMHPL,PMHPL,Panchakanya Mai Hydropower Ltd,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090fd829d1726220559.png,/storage/stock-full-names/alpha-stocks/66e4090fd829d1726220559.png,True
PMLI,PMLI,Prabhu Mahalaxmi Life Insurance Ltd,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e40912925a01726220562.png,/storage/stock-full-names/alpha-stocks/66e40912925a01726220562.png,True
PPCL,PPCL,Panchthar Power Compant Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40909345f91726220553.png,/storage/stock-full-names/alpha-stocks/66e40909345f91726220553.png,True
PPL,PPL,People`s Power Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e409111dcbb1726220561.png,/storage/stock-full-names/alpha-stocks/66e409111dcbb1726220561.png,True
PRFLPO,PRFLPO,Prabhu Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
PRIN,PRIN,Prabhu Insurance Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090c12a331726220556.png,/storage/stock-full-names/alpha-stocks/66e4090c12a331726220556.png,True
PRINPO,PRINPO,Prabhu Insurance Company Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/FDpqVLIEGn0K3ANUTEJr.png,/storage/stock-full-names/March2022/FDpqVLIEGn0K3ANUTEJr.png,False
PROFL,PROFL,ProgressiveFinance Limited,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e40901b574f1726220545.png,/storage/stock-full-names/alpha-stocks/66e40901b574f1726220545.png,True
PROFLP,PROFLP,Progressive Finance Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/alpha-stocks/66e4091c326761726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c326761726220572.png,False
PRSF,PRSF,Prabhu Smart Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091ae36fe1726220570.png,/storage/stock-full-names/alpha-stocks/66e4091ae36fe1726220570.png,False
PRVU,PRVU,Prabhu Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4090c6d1571726220556.png,/storage/stock-full-names/alpha-stocks/66e4090c6d1571726220556.png,True
PRVUPO,PRVUPO,Prabhu Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/lTmVxEED3GWsIXbrsIeT.png,/storage/stock-full-names/March2022/lTmVxEED3GWsIXbrsIeT.png,False
PSDBLP,PSDBLP,Pashupati Development Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
PSF,PSF,Prabhu Select Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409159d7581726220565.png,/storage/stock-full-names/alpha-stocks/66e409159d7581726220565.png,False
PSIS,PSIS,Prabhu Systematic Investment Scheme,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stocks-v2/Aug2025/01K1WDXA43N9MX5ZVAE539AY49.png,/storage/stocks-v2/Aug2025/01K1WDXA43N9MX5ZVAE539AY49.png,False
PURBL,PURBL,Purnima Bikas Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
PURBLP,PURBLP,Purnima Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
PURE,PURE,Pure Energy Ltd,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/February2025/oD8ZVE7odmJA0lKkDm08.gif,/storage/stock-full-names/February2025/oD8ZVE7odmJA0lKkDm08.gif,True
RADHI,RADHI,Radhi Bidyut Company Ltd,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40909058531726220553.png,/storage/stock-full-names/alpha-stocks/66e40909058531726220553.png,True
RAWA,RAWA,Rawa Energy Development Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e409171dc261726220567.png,/storage/stock-full-names/alpha-stocks/66e409171dc261726220567.png,True
RBB,RBB,Rastriya Banijya Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/March2022/qPcuQt9QAeEbuDDhYFrD.jpg,/storage/stock-full-names/March2022/qPcuQt9QAeEbuDDhYFrD.jpg,False
RBBD2088,RBBD2088,7% RBBL Debenture 2088,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/July2025/Djj5vYFZDDVfYuMAhwOA.jpeg,/storage/stock-full-names/July2025/Djj5vYFZDDVfYuMAhwOA.jpeg,False
RBBD83,RBBD83,"8.5% RBBL Debenture, 2083",Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b29b311726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b29b311726220571.png,False
RBBF40,RBBF40,RBB FOCUS 40,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/,/storage/,False
RBCL,RBCL,Rastriya Beema Company Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e4091434ce01726220564.png,/storage/stock-full-names/alpha-stocks/66e4091434ce01726220564.png,True
RBCLPO,RBCLPO,Rastriya Beema Company Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/alpha-stocks/66e409158dd7b1726220565.png,/storage/stock-full-names/alpha-stocks/66e409158dd7b1726220565.png,False
RBS,RBS,Rastriya Beema Sasthan,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/,/storage/,False
RELIANCE,RELIANCE,Reliance Spinning Mills Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
RFPL,RFPL,River Falls Power Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40906e0e341726220550.png,/storage/stock-full-names/alpha-stocks/66e40906e0e341726220550.png,True
RHGCL,RHGCL,Rapti Hydro and General Construction Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40902b721d1726220546.png,/storage/stock-full-names/alpha-stocks/66e40902b721d1726220546.png,True
RHPL,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40910458c21726220560.png,/storage/stock-full-names/alpha-stocks/66e40910458c21726220560.png,True
RIDI,RIDI,Ridi Power Company Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090f16d4b1726220559.png,/storage/stock-full-names/alpha-stocks/66e4090f16d4b1726220559.png,True
RJM,RJM,Raghupati Jute Mills Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
RLFL,RLFL,Reliance Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e40908af6881726220552.png,/storage/stock-full-names/alpha-stocks/66e40908af6881726220552.png,True
RLFLPO,RLFLPO,Reliance Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/nX4vydsizkP2wB2Ty8lO.png,/storage/stock-full-names/March2022/nX4vydsizkP2wB2Ty8lO.png,False
RLI,RLI,Reliance Life Insurance Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/March2022/ExRHAtW3AYhuSAuE4Y8f.png,/storage/stock-full-names/March2022/ExRHAtW3AYhuSAuE4Y8f.png,False
RMBFPO,RMBFPO,Royal Merchant Bank & Finance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
RMDC,RMDC,RMDC Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/UzvYJv75oOaIvHQ7x1yO.png,/storage/stock-full-names/March2022/UzvYJv75oOaIvHQ7x1yO.png,False
RMDCPO,RMDCPO,Rural Microfinance Development Centre Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
RMF1,RMF1,RBB Mutual Fund 1,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409196981c1726220569.png,/storage/stock-full-names/alpha-stocks/66e409196981c1726220569.png,False
RMF2,RMF2,RBB Mutual Fund 2,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409187058b1726220568.png,/storage/stock-full-names/alpha-stocks/66e409187058b1726220568.png,False
RNLI,RNLI,Reliable Nepal Life Insurance Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090991ec71726220553.jpeg,/storage/stock-full-names/alpha-stocks/66e4090991ec71726220553.jpeg,True
RRHP,RRHP,Rairang Hydropower Development Company Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/March2022/jP0EQBnCKcQVygi5SScb.jpg,/storage/stock-full-names/March2022/jP0EQBnCKcQVygi5SScb.jpg,False
RSDC,RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40913ca0121726220563.png,/storage/stock-full-names/alpha-stocks/66e40913ca0121726220563.png,True
RSDCP,RSDCP,RSDC Laghubitta Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/ioFE9WlvKqNxSIo8yH4a.png,/storage/stock-full-names/March2022/ioFE9WlvKqNxSIo8yH4a.png,False
RSY,RSY,Reliable Samriddhi Yojana,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/April2025/tMgsULwKn3fNWHEK2pzk.jpg,/storage/stock-full-names/April2025/tMgsULwKn3fNWHEK2pzk.jpg,False
RULB,RULB,Rastra Utthan Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/R7BeNjshQQTJMVn88fAU.png,/storage/stock-full-names/March2022/R7BeNjshQQTJMVn88fAU.png,False
RURU,RURU,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40915abb5b1726220565.png,/storage/stock-full-names/alpha-stocks/66e40915abb5b1726220565.png,True
SABSL,SABSL,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/rn7z6gUHlsp5um0TCXLi.jpg,/storage/stock-full-names/March2022/rn7z6gUHlsp5um0TCXLi.jpg,False
SADBL,SADBL,Shangrila Development Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e40913a1d391726220563.png,/storage/stock-full-names/alpha-stocks/66e40913a1d391726220563.png,True
SADBLP,SADBLP,Shangrila Development Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/VqWkDw4jwO7b79WRrbq1.png,/storage/stock-full-names/March2022/VqWkDw4jwO7b79WRrbq1.png,False
SAEF,SAEF,Sanima Equity Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40916a15351726220566.png,/storage/stock-full-names/alpha-stocks/66e40916a15351726220566.png,False
SAGAR,SAGAR,Sagar Distillery Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stocks-v2/Aug2025/01K2GX64N5NHK5V1JPKJM5YBZP.png,/storage/stocks-v2/Aug2025/01K2GX64N5NHK5V1JPKJM5YBZP.png,True
SAGF,SAGF,Sanima Growth Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091a51cbb1726220570.png,/storage/stock-full-names/alpha-stocks/66e4091a51cbb1726220570.png,False
SAHAS,SAHAS,Sahas Urja Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40905c48f21726220549.png,/storage/stock-full-names/alpha-stocks/66e40905c48f21726220549.png,True
SAIL,SAIL,Shreenagar Agritech Industries Ltd,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/August2023/nbZTVDqsRTJESHfksor1.JPG,/storage/stock-full-names/August2023/nbZTVDqsRTJESHfksor1.JPG,True
SALICO,SALICO,Sagarmatha Lumbini Insurance Company Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e409154a7f41726220565.png,/storage/stock-full-names/alpha-stocks/66e409154a7f41726220565.png,True
SAMAJ,SAMAJ,Samaj Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4091648e1e1726220566.png,/storage/stock-full-names/alpha-stocks/66e4091648e1e1726220566.png,False
SAND2085,SAND2085,Sanima Bank Limited Debenture,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e40918d27561726220568.png,/storage/stock-full-names/alpha-stocks/66e40918d27561726220568.png,False
SANIMA,SANIMA,Sanima Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4091460c2c1726220564.png,/storage/stock-full-names/alpha-stocks/66e4091460c2c1726220564.png,True
SANVI,SANVI,Sanvi Energy Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/April2025/2QBpDizCKqCnxrwdAblf.png,/storage/stock-full-names/April2025/2QBpDizCKqCnxrwdAblf.png,True
SAPDBL,SAPDBL,Saptakoshi Development Bank Ltd,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e40903a6f921726220547.png,/storage/stock-full-names/alpha-stocks/66e40903a6f921726220547.png,True
SARBTM,SARBTM,Sarbottam Cement Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/alpha-stocks/66e4090bd1ebe1726220555.png,/storage/stock-full-names/alpha-stocks/66e4090bd1ebe1726220555.png,True
SBBL,SBBL,Salapa Bikas Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stocks-v2/Dec2025/01KBEV46BK3GTXC9JQRZRKNB52.png,/storage/stocks-v2/Dec2025/01KBEV46BK3GTXC9JQRZRKNB52.png,False
SBBLJ,SBBLJ,Sahayogi Bikas Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
SBBLJP,SBBLJP,Sahayogi Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
SBBLPO,SBBLPO,Sanima Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/8GHsp2w91y62ifakMG68.png,/storage/stock-full-names/March2022/8GHsp2w91y62ifakMG68.png,False
SBCF,SBCF,Sunrise Bluechip Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40913016021726220563.png,/storage/stock-full-names/alpha-stocks/66e40913016021726220563.png,False
SBD87,SBD87,8.5% Sanima Debenture 2087,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091a426f21726220570.png,/storage/stock-full-names/alpha-stocks/66e4091a426f21726220570.png,False
SBD89,SBD89,10.25% Sanima Debenture 2089,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/November2024/stEHx8j4kI998SMaqEgy.png,/storage/stock-full-names/November2024/stEHx8j4kI998SMaqEgy.png,False
SBI,SBI,Nepal SBI Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4090af0ffd1726220554.png,/storage/stock-full-names/alpha-stocks/66e4090af0ffd1726220554.png,True
SBIBD86,SBIBD86,10% Nepal SBI Bank Debenture 2086,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091c235a51726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c235a51726220572.png,False
SBID2090,SBID2090,7% Nepal SBI Bank Debenture 2090,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stocks-v2/Nov2025/01K99DSQQ74GPMN7BNYAWAZ730.jpg,/storage/stocks-v2/Nov2025/01K99DSQQ74GPMN7BNYAWAZ730.jpg,False
SBID83,SBID83,10.25% Nepal SBI Bank Debenture 2083,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b74fb71726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b74fb71726220571.png,False
SBID89,SBID89,9% Nepal SBI Bank Rinpatra 2089,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/November2024/Vlbysc3vwkYttPBFQrb1.png,/storage/stock-full-names/November2024/Vlbysc3vwkYttPBFQrb1.png,False
SBIPO,SBIPO,Nepal SBI Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Aei0jwJt70sZUpNIkcGu.png,/storage/stock-full-names/March2022/Aei0jwJt70sZUpNIkcGu.png,False
SBIR90,SBIR90,7% Nepal SBI Rinpatra 2090,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stocks-v2/Jul2025/01K0BBHH306YQJW75VT2Y467X7.png,/storage/stocks-v2/Jul2025/01K0BBHH306YQJW75VT2Y467X7.png,False
SBL,SBL,Siddhartha Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e40909b102a1726220553.png,/storage/stock-full-names/alpha-stocks/66e40909b102a1726220553.png,True
SBLD2082,SBLD2082,10.50% SBL Debenture 2082,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/8gBwbAnN2tQIF2CFl1Do.png,/storage/stock-full-names/March2022/8gBwbAnN2tQIF2CFl1Do.png,False
SBLD2091,SBLD2091,S.B.L Debenture 2091,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stocks-v2/Sep2025/01K44E215QNPN18TNVM7PE106Q.png,/storage/stocks-v2/Sep2025/01K44E215QNPN18TNVM7PE106Q.png,False
